stock-id,date,price
88 , 2020-08-03 , 84.95
88 , 2020-08-04 , 89.15
88 , 2020-08-05 , 90.2
88 , 2020-08-06 , 89.55
88 , 2020-08-07 , 89.65
88 , 2020-08-10 , 94.9
88 , 2020-08-11 , 100.95
88 , 2020-08-12 , 108.4
88 , 2020-08-13 , 119.2
88 , 2020-08-14 , 115.5
88 , 2020-08-17 , 109.75
88 , 2020-08-18 , 110.3
88 , 2020-08-19 , 111.75
88 , 2020-08-20 , 111.9
88 , 2020-08-21 , 114.25
88 , 2020-08-24 , 115.65
88 , 2020-08-25 , 116.1
88 , 2020-08-26 , 116.05
88 , 2020-08-27 , 111.4
88 , 2020-08-28 , 110.4
88 , 2020-08-31 , 104.9
88 , 2020-09-01 , 103.25
88 , 2020-09-02 , 101.0
88 , 2020-09-03 , 106.05
88 , 2020-09-04 , 101.0
88 , 2020-09-07 , 101.95
88 , 2020-09-08 , 100.45
88 , 2020-09-09 , 98.1
88 , 2020-09-10 , 100.45
88 , 2020-09-11 , 104.35
88 , 2020-09-14 , 104.6
88 , 2020-09-15 , 103.0
88 , 2020-09-16 , 101.75
88 , 2020-09-17 , 99.85
88 , 2020-09-18 , 99.15
88 , 2020-09-21 , 98.15
88 , 2020-09-22 , 93.6
88 , 2020-09-23 , 93.7
88 , 2020-09-24 , 91.35
88 , 2020-09-25 , 91.3
88 , 2020-09-28 , 94.8
88 , 2020-09-29 , 93.05
88 , 2020-09-30 , 94.95
88 , 2020-10-01 , 91.75
88 , 2020-10-05 , 90.25
88 , 2020-10-06 , 89.55
